"p_id","a_id","von","bis"
"47","815","1957-11-05","1958-12-03"
"47","1198","1954-12-13","1958-12-03"
"48","612","1961-04-24","1962-12-06"
"49","638","1928-06-21","1932-04-07"
"49","676","1932-04-07","1932-04-07"
"49","822","1928-06-21","1932-04-07"
"50","676","1919-01-21","1932-04-07"
"51","1097","1912-02-27","1918-11-07"
"52","1119","1920-07-15","1922-11-07"
"52","1172","1919-01-21","1920-06-02"
"53","1125","1919-01-21","1920-06-02"
"54","1133","1928-06-21","1933-04-03"
"54","1153","1928-06-21","1932-04-07"
