"id","Name","Vorname","Titel","Beruf","geb_am","geb_in","ges_am","ges_in","f_id","k_id"
"237","Fichtner","Günter","","Architekt","1935-06-21","Roth","null","","3","1"
"238","Fichtner","Lorenz","","Glaser, Bürgermeister","1881-01-30","Reisbach","1949-07-18","Eggenfelden","3","3"
"239","Fickler","Georg","","Gärtnermeister","1937-08-21","Erkheim","null","","3","4"
"240","Fickler","Ingrid","Dr.","Juristin","1940-10-27","Agram","null","","8","1"
"241","Fickler","Jakob","","Landwirt,Müllermeister und Sägewerksbesitzeer","1909-09-01","Sontheim/Schw","1980-12-10","Lautrach","3","3"
"242","Fink","Hugo","","Staatssekretär a.D.","1910-08-30","Karlsuhe","1986-06-05","Augsburg","3","3"
"243","Fink","Martin","","Landwirtschaftsmeister","1950-02-05","München","null","","9","1"
"244","Fink","Otto","","Angestellter","1917-04-20","Trinksaifen/Erzgebirge","1981-06-26","Ansbach","8","3"
"245","Fischbacher","Jakob","Dr.","Kreisdirektor a.D. b. Bay. Bauernverband, II. Landtagsvizepräsident a.D.","1886-05-28","Toetzham (Babensham)","1972-02-16","Rosenheim","3","4"
"246","Fischer","Andreas","Dr.","Jurist","1966-04-11","Nürnberg","null","","20","2"
"247","Fischer","Anneliese","","II. Vizepräsidentin des Bayerischen Landtags","1925-05-31","Pirmasens","null","","4","3"
"248","Fischer","Herbert","","Schadenssachbearbeiter","1940-06-06","Neumarkt i. d. Oberpfalz","null","","8","1"
"249","Fischer","Josef","","gelernter Schreiner, Arbeitsgerichtsrat","1906-09-02","Dießen a.Ammersee","1976-01-08","Augsburg","3","4"
"250","Fischer","Karl","Dr. jur.","Oberstaatsanwalt a.D.","1904-06-29","Speyer","1976-04-20","Regensburg","3","3"
"251","Fischer","Max","Dr.","Rechtsanwalt, Staatssekretär a.D., Landrat","1927-05-06","Altenmarkt/Cham","2015-07-11","","3","3"
"252","Fischer","Walter","","Kriminalbeamter","1917-03-02","Niederhaßlau (Wilkau-Haßlau), Sachsen","1967-02-06","Nürnberg","3","3"
"253","Fischer","Wilhelm (Willy)","","Wilhelm (Willy) Prokurist,Geschäftsleiter","1904-03-26","Fürth","1951-10-21","Fürth","7","3"
"254","Flath","Fritz","Dr.","Arzt","1917-01-28","Dortmund/Westf.","2005-09-14","Muhr am See","9","3"
"255","Fleck","Winfried","","Beamter","1937-10-22","Neunkirchen/Saar","null","","4","1"
"256","Fleischer","Manfred","Dr.","Diplom-Forstwirt","1954-10-02","München","null","","8","2"
"257","Flierl","Alexander","","Rechtsanwalt","1970-02-09","Oberviechtach","null","","7","1"
"287","Förster","Franz","","Realschulkonrektor","1902-01-05","Neustadt b.Coburg","1985-02-23","Neustadt b.Coburg","3","3"
"288","Förster","Linus","Dr.","Geschäftsführer (Institut an der Universität)","1965-08-02","Augsburg","null","","6","3"
"289","Förstner","Anna Maria","","Lehrerin am Gymnasium, OStRin","1948-09-24","München","null","","5","1"
"258","Frank","Gerhard","Dr. jur.","Rechtsanwalt","1929-06-28","Illertissen","null","","9","3"
"259","Frank","Josef","","Bauer","1892-12-05","Grünberg/Opf","null","","7","3"
"260","Franke","Anne","","Umwelt- u. Kunstprojektleiterin","1954-11-13","München","null","","23","3"
"261","Franke","Heinrich","Dr.","Röntgenphysiker","1887-06-27","Kiel","1966-01-07","Erlangen","3","3"
"262","Franz","Herbert","","Dipl.-Ingenieur (FH), Geschäftsführer a. D.","1936-10-07","Würzburg","null","","8","1"
"263","Franzke","Dietmar","","Diplom-Verwaltungswirt (FH)","1941-12-27","Breslau","null","","null","2"
"264","Freiherr Freyberg","Georg","","Dipl.Land- und Forstwirt","1926-03-10","Nictheroy/Brasilien","null","","2","1"
"273","Freiherr von der Heydte","Friedrich August","Prof. Dr. Dr.","Universitätsprofessor","1907-03-30","München","1994-07-07","Aham-Vils","9","3"
"265","Freiherr von Feury","Otto","","Landwirt;Präsident des Bayer.Bauernverbandes","1906-12-27","München","1998-03-27","Thailing (Steinhöring)","9","1"
"266","Freiherr von Gumppenberg","Dietrich","","Selbständiger Unternehmer","1941-07-16","Meiningen/Thüringen","null","","9","1"
"267","Freiherr von Knoeringen","Waldemar","","Bibliothekar","1906-10-06","Rechetsberg (Huglfing)","1971-07-02","Höhenried (Bernried), Krs. Weilheim-Schongau","3","3"
"268","Freiherr von Lerchenfeld","Ludwig","","Unternehmer","1957-01-27","Bamberg","null","","2","5"
"269","Freiherr von Loeffelholz","Erich","","Kaufmann","1914-01-02","München","1984-10-10","Nürnberg","3","3"
"270","Freiherr von Redwitz","Eugen","","Dipl.-Kaufmann, Land- und Forstwirt","1939-07-02","Würzburg","null","","9","1"
"271","Freiherr von Rotenhan","Sebastian","","Land- und Forstwirt","1949-11-01","Bamberg","null","","24","5"
"274","Freiherr von und zu Franckenstein","Georg","","Gutsbesitzer, Landrat a.D.","1898-08-20","Nördlingen","1965-03-27","Würzburg","10","3"
"272","Freiherr von Waldenfels","Georg","Dr. jur.","Staatsminister a.D.","1944-10-27","Hof/Saale","null","","4","2"
"275","Freller","Karl","","Staatssekretär a.D.","1956-03-02","Schwabach","null","","9","1"
"276","Frenzel","Alfred","","Glasschmelzer","1899-09-18","Josefsthal, Sudetenland","null","Reichenberg, Böhmen","7","3"
"277","Freundl","Otto","","Kaufmann, Landrat","1912-11-13","Waldsassen","1982-03-17","Freilassing","3","4"
"278","Fribl","Anton","","Kaufmann","1889-05-23","k.A.","1966-08-21","k.A.","3","3"
"279","Fricke","Walburga","","Gymnasiallehrerin a.D.","1936-09-14","Naumburg/S.","null","","25","1"
"280","Friedlein","Herbert","Dr.","Erster Staatsanwalt","1936-09-08","Nürnberg","null","","9","5"
"281","Friedrich","Hans","","Spengler- und Installationsmeister","1909-01-04","Hamburg","1982-03-15","München","3","3"
"283","Fröhlich","Friedrich Karl","","Kaufm.Angestellter","1930-03-14","Stettin","2001-01-14","Augsburg","2","2"
"282","Frohnhöfer","Therese","","Bäuerin","1908-08-04","Stephansposching","1987-02-12","Stephansposching","7","3"
"284","Frühwald","Konrad","","Bauer, Landrat","1920-01-11","Roßbach (Baudenbach)","1981-12-06","Roßbach (Baudenbach)","3","3"
"285","Fuchs","Johann","","Hausverwalter","1912-05-21","Ruhmannsberg/Wegscheid","null","","3","3"
"286","Fuchs","Karl","Dr.","Oberstudienrat","1920-09-11","Empertsreut","1989-03-31","Grubweg,Lkr.Passau","9","1"
"290","Füracker","Albert","","Staatssekretär","1968-02-03","Parsberg","null","","4","1"
"291","Fürst von Fugger von GLÖTT","Joseph Ernst","","Landwirt","1895-10-27","Kirchheim/Schw.","1981-05-13","Kirchheim/Schw.","3","3"
"292","Gabert","Volkmar","","Geschäftsführer, II. Landtagsvizepräsident","1923-03-11","Dreihunken, Sudetenland","2003-02-19","Unterhaching","7","3"
"293","Gabsteiger","Günter","","Dipl.-Soz.-Päd. (FH)","1942-12-23","Nürnberg","null","","26","4"
"294","Gaksch","Franz","","Redakteur","1904-06-26","Mokrau/Egerland","1976-12-30","Donauwörth","3","3"
"295","Gallmeier","Josef","","Kaufmann","1906-12-06","München","1980-04-13","Landshut","7","1"
"296","Galuschka","Walter","","Angestellter","1921-05-01","Odrau/Troppau/Sudetenland","1967-08-28","Marktbreit","8","3"
"297","Ganserer","Markus","","Dipl.-Ing. Dipl. Ing. für Wald- und Forstwirtschaft","1977-05-16","Zwiesel","null","","8","null"
"298","Gantzer","Peter Paul","Prof. Dr.","","1938-11-20","Breslau","null","","8","null"
"299","Gareis","Josef","","Angestellter","1903-11-26","","1982-07-31","","3","3"
"360","Gärtner","Martin","","Baumeister","1901-10-30","Bad Aibling","1972-07-18","Bad Aibling","3","3"
"300","Gartzke","Wolfgang","","Dipl.-Ing., Bauoberrat a. D.","1953-10-27","Obermühlhausen, Landkreis Landsberg am Lech","null","","5","1"
"304","Gaßner","Alfons","","Geschäftsführer","1923-12-07","Gerzen","2001-09-23","München","7","3"
"305","Gaßner","Wilhelm","","Landrat","1906-04-05","Stammham/Ingolstadt","1959-06-14","Neuburg a.d.Donau","3","3"
"301","Gastinger","Wilhelm","","Obersteuerrat","1929-10-10","Rosenheim","null","","9","1"
"302","Gausmann","Manfred","","Bundesbahnoberinspektor","1939-04-09","Rothbach/Breslau","2015-06-14","","8","1"
"303","Gauweiler","Peter","Dr.","Rechtsanwalt, freier Publizist, Staatsminister a. D.","1949-06-22","München","null","","4","2"
"306","Gebhardt","Kurt","","Elektromonteur, Bürgermeister","1929-11-25","Oberröslau","1997-08-05","Röslau","9","3"
"307","Gegenwarth","Richard","","Sägewerksbesitzer","1894-04-10","Kreuzwertheim","1964-07-07","Lohr a.Main","3","3"
"308","Gehring","Georg","","Ökonomierat","1887-05-15","Winterhof (Kirchlauter)","1953-01-16","Schweinfurt","3","4"
"309","Gehring","Thomas","","Journalist, Parlamentarischer Berater","1958-07-27","Gunzesried","null","","8","1"
"310","Geiger","Hermann","","Landwirtschaftsdirektor a. D.","1946-12-19","Echlishausen","null","","5","1"
"311","Geiger","Hugo","","Staatssekretär a.D.","1901-04-01","Furth i.Wald","1984-07-08","München","3","3"
"312","Geis","Norbert","","Rechtsanwalt","1939-01-13","Großwallstadt","null","","9","1"
"313","Geiser","Martin","","Postbeamter","1925-10-29","Kaufbeuren","null","","8","3"
"314","Geislhöringer","August","Dr.","Rechtsanwalt, Staatsminister a.D.","1886-08-22","München","1963-06-19","Augsburg","3","3"
"315","Geisperger","Fritz","","Taubstummenoberlehrer a.D.","1931-06-26","Straubing","null","","2","1"
"316","Geiss-Wittmann","Maria","","Sozialarbeiterin (grad.)","1934-03-03","","null","","5","3"
"317","Gentner","Fritz","","Oberlehrer","1915-05-15","Pegnitz","2002-06-10","","7","3"
"318","Gerlach","Judith","","Rechtsanwältin","1985-11-03","Würzburg","null","","7","1"
"319","Gerstl","Alfons","","Bundesbahn-Obersekretär, Bürgermeister","1920-11-04","Unteriglbach/Ndb","2011-11-18","Vilshofen","3","3"
"320","Gerstl","Max","","Metzgermeister und Bauer","1921-12-29","Walchsing/Ndb","1994-01-12","Aicha","9","1"
"321","Gertler","Rudolf","","Oberst a.D., Prokurist","1893-07-12","Warnsdorf/Nordböhmen","1960-12-13","Illertissen","3","3"
"322","Geys","Helmut","","Richter am Sozialgericht a.D.","1927-09-23","München","2012-04-14","Fürstenfeldbruck","9","3"
"323","Gibis","Max","","Bankkaufmann","1973-02-13","Freyung","null","","27","1"
"324","Glauber","Thorsten","","Architekt Dipl.-Ing. (FH)","1970-11-21","Forchheim","null","","null","1"
"325","Glotz","Peter","Prof. Dr.","Freier Journalist","1939-03-06","Eger/Sudetenland","2005-08-25","(CH) Wald, Ausserhoden","3","3"
"326","Glück","Alois","","Präsident des Bayerischen Landtags","1940-01-24","Hörzing, Landkreis Traunstein","null","","8","1"
"327","Glück","Gebhard","Dr.","Oberstudiendirektor a.D., Staatsminister a. D.","1930-06-18","München","2009-03-24","Passau","9","1"
"328","Goderbauer","Gertraud","","Bankkauffrau, Meisterin der ländlichen Hauswirtschaft","1955-08-27","Ergolding","null","","9","1"
"329","Goertz","Christine","","Chemotechnikerin, Hausfrau","1941-08-17","Braunschweig","null","","8","null"
"330","Goppel","Alfons","Dr. h.c.","Ministerpräsident a.D.","1905-10-01","Regensburg-Reinhausen","1991-12-24","Johannesberg,Krs.Aschaffenburg","2","1"
"361","Göppel","Josef","","Förster (Dipl.-Ing. FH)","1950-08-16","Rauenzell, Landkreis Ansbach","null","","4","4"
"331","Goppel","Thomas","Dr.","Staatsminister a.D.","1947-04-30","Aschaffenburg","null","","7","1"
"362","Görlitz","Dieter","","Posthauptsekretär","1937-02-25","Oberquell/Schlesien","null","","9","1"
"363","Görlitz","Erika","","Staatssekretärin a.D.","1952-07-23","Manching-Niederstimm","null","","4","1"
"332","Gote","Ulrike","","Diplom-Geoökologin","1965-10-26","Trier","null","","9","1"
"364","Göttler","Wilhelm","","Küfermeister, Gastwirt, 2. Bürgermeister a.D.","1890-04-19","Lindau (Bodensee)","1953-02-22","Lindau (Bodensee)","3","3"
"333","Gottstein","Eva","","Realschuldirektorin a.D.","1949-11-12","Eichstätt","null","","4","1"
"365","Götz","Christa","","Landwirtin","1948-07-19","Windsbach","null","","8","2"
"366","Götz","Franz","Dr. Dr. h.c.","Studienrat a. D., Bau- und Wirtschaftsingenieur, Arbeitswissenschaftler","1945-09-16","Ingolstadt","null","","30","1"
"367","Götz","Hermann","","Angestellter","1913-02-14","Asch/Sudetenland","1983-12-18","Bayreuth","3","3"
"334","Graber","Eugen","","Assessor","1944-10-04","Großdingharting","null","","9","1"
"335","Grabmair","Eleonore","","Hausfrau","1960-06-30","München","null","","7","1"
"336","Grabner","Georg","","Leitender kaufmännischer Angestellter","1952-02-19","Eichham, Gemeinde Teisendorf","null","","null","null"
"337","Gradl","Josef","","Kriminalobermeister a.D.","1921-03-13","Regensburg","null","","7","3"
"338","Graf Hendrikoff","Nikolaus","","Arzt","1931-09-20","Berlin","null","","3","3"
"339","Graf von und zu Lerchenfeld","Philipp","","Landwirt, Wirtschaftsprüfer, Steuerberater","1952-05-25","Köfering","null","","7","1"
"340","Grafberger","Rudolf","","Oberstudienrat","1934-10-12","Bamberg","null","","8","3"
"341","Graßl","Georg","","Malermeister","1926-05-27","Ramsau","1995-01-04","Ramsau","4","3"
"350","Gräßler","Fritz","","Angestellter","1904-10-02","Fürth","1972-03-29","Fürth","3","3"
"342","Greib","Karl","","Kaufmann","1899-09-05","Amöneburg, Hessen","1976-04-24","Bad Kissingen","3","4"
"343","Gretschmann","Josef","","Bauer und Bürgermeister","1914-02-13","Böbing","1965-09-08","Böbing","9","1"
"351","Gröber","Franziska","","Hausfrau","1897-03-14","Aichach","1952-05-27","Augsburg","7","4"
"352","Gröber","Klaus","Dr.","Arzt für Allgemeinmedizin, Betriebsmedizin, Umweltmedizin","1944-08-02","Assenhausen","null","","28","null"
"344","Gromer","Georg","Dr.","theol.  Studienprofessor a.D.","1883-03-05","Kimratshofen (Altusried)","1952-10-23","Neuburg a.d.Donau","3","4"
"347","Groß","Paul","","Kaufmann,Verw.-Inspektor","1922-12-15","Dresden","1963-06-16","Regen","7","4"
"345","Grosch","Georg","","Redaktionsangestellter","1906-12-09","Bamberg","1987-07-27","Bamberg","3","3"
"348","Großer","Wolf-Dietrich","","Dipl.Ing. (FH),Gartenbauingenieur","1927-12-27","Kreuzberg O/S","null","","3","3"
"346","Grossmann","Walter","","Geschäftsführer a.D.","1927-12-08","Lichtenfels","2007-12-19","Lichtenfels","6","2"
"349","Gruber","Franz","","Geschäftsführer a.D. des BBV","1935-05-20","Höll,Lkr.Cham","null","","3","4"
"353","Grünbeck","Josef","","Unternehmer","1925-09-17","Haan, Krs. Dux/Sudetenland","2012-10-15","Höchstädt an der Donau","7","3"
"354","Gsänger","Albert","","Bezirksschornsteinfegermeister","1922-12-23","Nürnberg","null","Nürnberg","5","3"
"355","Guckert","Helmut","","Agraringenieur (FH)","1942-09-28","Riedheim","null","","29","1"
"356","Guhr","Herbert","Dr.","Dipl.-Volkswirt","1917-03-24","Hennigsdorf/Schlesien","1985-10-20","Erlangen","7","2"
"368","Güll","Martin","","Schulleiter a.D. (Hauptschule)","1953-11-15","Salzberg, jetzt Berchtesgaden","null","","8","1"
"369","Güller","Harald","","Jurist, Oberregierungsrat a. D.","1963-05-22","Augsburg","null","","7","null"
"357","Gumerum","Ernst","","Sachbearbeiter","1928-05-05","","null","","7","3"
"370","Günzl","Maria","","Angestellte","1896-03-23","Zwodau, Sudetenland","1983-01-07","Planegg","3","3"
"371","Gürteler","Richard","","Bäckermeister","1936-06-23","Glonn, Lkr.Ebersberg","2000-10-22","Glonn, Lkr.Ebersberg","9","3"
"372","Güthlein","Herbert","","Rechtsanwalt","1935-03-25","Selb/Ofr","null","","8","1"
"358","Guthsmuths","Willi","Dr.","Dipl. Kaufmann, Staatssekretär a.D.","1901-11-13","Berlin","1981-02-03","Ottobrunn","3","3"
"373","Gütlein","Rudolf","","Regierungsrat a.D.","1926-11-22","München","1983-05-15","München","3","3"
"359","Guttenberger","Petra","","Juristin, ORRin a.D.","1962-03-28","Nürnberg","null","","null","2"
"374","Haaf","Karl","","Metzgerobermeister","1897-09-12","","1969-08-08","","3","3"
"375","Haas","Albrecht","Dr. jur.","Rechtsanwalt, Staatsminister a.D.","1906-03-08","Pegnitz","1970-01-20","Schwabach","3","3"
"376","Haas","Franz","","Schriftsetzer, Parteisekretär","1904-01-16","Kornhöfstadt (Scheinfeld)","1989-01-30","Nürnberg","3","3"
"377","Haas","Gerda-Maria","","Hauptschullehrerin a. D.","1942-10-10","Bamberg","null","","9","5"
"378","Haase","Horst","","Rechtsanwalt","1933-10-26","Königsberg","null","","8","2"
"487","Häberle","Karl","Dr.","Studienprofessor","1910-10-27","Pfuhl/Neu-Ulm","1999-11-17","Lindenberg/Allgäu","3","3"
"379","Hacker","Thomas","","Diplom-Kaufmann, Steuerberater","1967-10-09","Bayreuth","null","","6","5"
"380","Hadasch","Hans-Joachim","","Kaufmann","1922-07-17","Breslau","1992-01-13","Dietzenbach, Hessen","3","3"
"381","Haderthauer","Christine","","Staatsministerin a.D., Rechtsanwältin","1962-11-11","Neumünster","null","","31","1"
"382","Haedke","Joachim","","Diplom-Kaufmann, Unternehmensberater","1970-02-27","München","null","","6","1"
"383","Hagen","Georg","","Oberlehrer; Oberbürgermeister a.D.","1887-09-12","Kulmbach","1958-11-18","Kulmbach","3","5"
"384","Hagen","Lorenz","","Mechaniker, Gewerkschaftsvorsitzender","1885-07-21","Amberg (Opf.)","1965-07-23","München","3","3"
"385","Hagn","Hans","","Feinmechanikermeister","1899-01-06","München","1949-10-07","München","3","4"
"386","Hahnzog","Klaus","Dr.","Rechtsanwalt, Bürgermeister a. D.","1936-08-07","Stuttgart","null","","8","2"
"387","Haisch","Andreas","","Landrat a.D.; Landwirtschaftsrat","1901-08-03","Westerheim/Memmingen","1969-09-04","Mindelheim","2","4"
"388","Halbig","Karin","","Rechtsanwältin","1955-01-19","Nürnberg","null","","7","1"
"389","Halbleib","Volkmar","","Verwaltungsjurist","1964-07-04","Ochsenfurt","null","","7","1"
"390","Hallitzky","Eike","","Dipl.-Volkswirt","1959-04-13","Köln","null","","32","null"
"391","Hamann","Elisabeth","Dr.","Ärztin","1913-01-02","Hindenburg/OS","2001-01-15","Kempten","8","null"
"392","Hamm-Brücher","Hildegard","Dr.","Staatssekretärin a.D.","1921-05-11","Essen/Ruhr","null","","8","2"
"393","Hanauer","Rudolf","","Rechtsanwalt,Landtagspräsident","1908-03-04","Mellrichstadt/Ufr.","1992-12-29","Herrsching","5","3"
"394","Handlos","Franz","","Redakteur","1939-12-09","Rusel/Deggendorf","2013-06-10","","3","3"
"395","Hanisch","Joachim","","1. Bürgermeister a.D., Dipl. Verwaltungswirt (FH)","1948-05-25","Schwandorf","null","","4","1"
"396","Harrer","Christa","","Kinderpflegerin","1940-02-05","Tegernsee","null","","9","2"
"397","Harrer","Friedrich","","Oberpostmeister a.D.","1930-07-16","München","null","","10","1"
"398","Hartenstein","Volker","","Studiendirektor a. D.","1943-05-17","Winterhausen","null","","8","2"
"488","Härtl","Adolf","","Kaufmann","1926-03-31","Prag","1976-01-20","Donauwörth","3","3"
"399","Hartl","Hans","Dr. jur.","Rechtsanwalt","1945-06-20","Wöhr","null","","3","3"
"400","Hartmann","Edi (Eduard)","","Edi (Eduard) Steuerberater,Dipl.Volkswirt","1940-05-15","Ulm","null","","33","3"
"401","Hartmann","Gerhard","","Verkaufsleiter a. D.","1950-03-19","Würzburg","null","","8","2"
"402","Hartmann","Ludwig","","Umweltprojektplaner","1978-07-20","Landsberg","null","","6","2"
"403","Haselmayr","Luise","Dr.","Journalistin","1921-12-17","München","2001-08-24","Bernau a.Chiemsee","5","3"
"404","Hauck","Georg","","Drehermeister, Bürgermeister","1904-05-24","Glattbach","1978-10-24","Glattbach","3","3"
"405","Hauffe","Herbert","","Architekt","1914-02-18","Bochum","1997-05-21","Bayreuth","3","3"
"406","Haugg","Pius","","Studienrat","1905-05-16","Donauwörth","1978-06-06","Donauwörth","3","3"
"407","Haushofer","Martin","Dr.","oec. publ.  Land- und Forstwirt","1936-03-15","Berlin","1994-05-02","München","5","4"
"409","Haußleiter","August","","Journalist","1905-02-05","Nürnberg","1989-07-08","München","4","2"
"410","Haußleiter","Renate","Dr.","Ärztin","1917-05-08","Breslau","null","","2","3"
"489","Häusler","Johann","","Agrarökonom","1952-02-03","Augsburg","null","","9","1"
"490","Häußler","Karl","","Betriebswirt (VWA)","1930-10-05","Ehrenstein/Ulm","null","","4","1"
"408","Hausmann","Heinz","","Diözesansekretär, Industiekaufmann","1941-06-11","Kronach","null","","8","1"
"411","Hecht","Inge","","Einzelhandels- und Bürokauffrau","1949-03-09","Kyllburg","null","","5","1"
"412","Heckel","Dieter","","Tierarzt","1938-01-08","Nördlingen/Ries","null","","2","2"
"413","Hecker","Annemarie","","Bäuerin, Meisterin der ländl. Hauswirtschaft","1940-05-25","Hutthurm, Landkreis Passau","null","","24","1"
"414","Heckner","Ingrid","","Berufsschullehrerin","1950-07-31","Heldenstein","null","","9","1"
"415","Heckscher","Berthold","","Oberbürgermeister a.D.","1917-03-17","Saalfeld/Thüringen","1996-02-21","Deggendorf","3","3"
"416","Hefele","Günter","","Elektrotechniker","1940-08-13","Fürth","1990-09-26","Fürth","8","2"
"417","Heiden","Leonhard","","Sozialoberamtsrat a.D.","1919-10-24","Nürnberg","1999-12-14","Nürnberg","5","3"
"418","Heigl","Ludwig","","Bäckereibesitzer, Landrat","1895-04-12","Metten","1963-02-28","Metten","7","3"
"419","Heike","Jürgen W.","","Staatssekretär a.D.","1949-03-09","Neustadt/Coburg","null","","9","2"
"420","Heiler","Josef","","Landwirt","1920-06-07","Elendskirchen","2009-01-15","Elendskirchen Nr.3, Feldkirchen","4","3"
"421","Heinrich","Artur","","Landwirt","1904-06-12","Rügheim/Ufr","1975-07-15","Rügheim/Ufr","15","null"
"422","Heinrich","Horst","","Rektor a.D.","1938-10-05","München","2002-12-26","Langerringen","2","1"
"423","Heinze","Helmut Bruno","","Polizeimeister a.D.","1937-10-15","Röhrsdorf/Schlesien","null","","8","3"
"424","Held","Philipp","Dr.","Staatsminister a.D., Stv. Ministerpräsident a.D.","1911-12-02","Regensburg","1993-05-22","Wolfersdorf","3","3"
"425","Held","Walter","","Kaufmann, Landrat a.D.","1897-01-13","Hattersheim a.M, Hessen","1967-11-27","Roding","3","3"
"426","Helmerich","Michael","","Staatsminister a.D.","1885-04-06","Amberg","1974-06-08","k.A.","3","3"
"427","Helmschrott","Josef","","Angestellter","1915-01-01","Göggingen","2005-09-14","Gersthofen","3","3"
"428","Hemmerlein","Georg","","Dipl.-Ing. und Bürgermeister","1913-11-15","Neunkirchen am Brand","2003-11-13","Neunkirchen am Brand","34","3"
"429","Hemmersbach","Josef Peter","","Werkmeister","null","k.A.","1961-10-07","Nürnberg","3","3"
"430","Hempfling","Baptist","","Geschäftsführer","1918-01-14","Kronach","null","","3","3"
"431","Hering","Bernd","","Dipl.-Ing. (FH)","1946-08-02","Hof/Jägersruh","2015-05-21","","8","5"
"432","Herold","Hans","","Betriebswirt","1955-07-04","Geiselwind","null","","29","4"
"433","Herrmann","Florian","Dr.","Rechtsanwalt","1971-12-07","Kelheim","null","","7","1"
"434","Herrmann","Hans","","Oberbürgermeister a.D.","1889-01-26","Regensburg","1959-08-20","Regensburg","3","3"
"435","Herrmann","Joachim","","Staatsminister","1956-09-21","München","null","","9","1"
"436","Herrmann","Matthäus","","Lokomotivführer i.R.; Gewerkschaftsvorsitzender","1879-06-08","Warmensteinach","1959-09-30","Warmensteinach","3","6"
"437","Herrmannsdörfer","Benno","","Senatsrat a.D.","1966-03-20","Altötting","null","","7","3"
"438","Herz","Leopold","Dr.","Landwirt","1953-06-12","Wertach","null","","4","1"
"439","Hessel","Katja","","Staatssekretärin","1972-05-05","Nürnberg","null","","7","2"
"440","Hettrich","Philipp","","Landwirt, Bürgermeister","1900-05-10","Schwebenried (Arnstein)","1973-12-20","Schwebenried (Arnstein)","7","1"
"441","Heubisch","Wolfgang","Dr.","Staatsminister","1946-07-13","München","null","","9","null"
"442","Heubl","Franz","Dr. jur.","Staatsminister a.D., Landtagspräsident a.D.","1924-03-19","München","2001-12-21","München","8","1"
"443","Hierl","Josef","Dr.","Rechtsanwalt","1942-08-17","Litzlohe/Opf.","null","","9","1"
"444","Hiersemann","Alexandra","","Rechtsanwältin","1960-10-21","Köln","null","","35","5"
"445","Hiersemann","Karl-Heinz","","Rechtsanwalt, I.Landtagsvizepräsident","1944-08-17","Breslau","1998-07-15","Erlangen","5","2"
"446","Hiersemenzel","Helga Karin","","Oberstudienrätin a.D., Hausfrau","1943-08-06","Lindau","null","","8","4"
"447","Hilburger","Georg","","Finanzangestellter","1906-02-26","Voitsberg/Opf.","null","Weiden","7","3"
"448","Hille","Arnold","Dr.","Dipl.Kfm., Arbeitsamtsdirektor","1892-08-18","Sulza (Bad Sulza), Kr. Weimar","1959-01-23","München","3","3"
"449","Hillebrand","Rosa","","Studienassessorin","1919-08-15","München","2013-10-24","","3","3"
"450","Hillermeier","Karl","Dr.","Bayerischer Staatsminister a.D.","1922-12-01","Wallmersbach/Ufr.","0011-10-30","Uffenheim","8","5"
"451","Hintersberger","Johannes","","M.A. Staatssekretär","1953-12-27","Augsburg","null","","2","1"
"452","Hirsch","Martin","","Rechtsanwalt","1913-01-06","Breslau","1992-04-12","Berlin","3","3"
"453","Hirschenauer","Benedikt","","Metzgermeister, Handwerkskammerpräsident","1884-03-12","Großthann (Griesbach i.Rottal)","1951-05-27","Passau","3","3"
"454","Hirschmann","Anne","","Arzthelferin, Stadträtin a. D.","1935-11-27","Koblenz","null","","9","4"
"455","Hochleitner","Anton","","Rektor","1927-12-05","Oberreit/Ndb","null","","9","3"
"456","Hoderlein","Wolfgang","","Journalist, Lehrer a.D.","1953-03-09","Steinwiesen","null","","36","1"
"457","Hoegner","Wilhelm","Prof. Dr.","Ministerpräsident a.D.","1887-09-23","München","1980-03-05","München","7","3"
"458","Hofer","Julius","","AOK-Verwaltungsstellenleiter","1890-03-04","Schwabach","1953-02-05","Schwabach","3","3"
"459","Hofmann","Engelbert","","Landwirt, Landrat","1900-10-18","Örlenbach","1979-10-20","Örlenbach","7","4"
"460","Hofmann","Herbert","","BBV-Geschäftsführer a.D.","1936-07-16","Grünlas","2014-11-22","","5","2"
"461","Hofmann","Leopold","","Eisenbahnoberinspektor","1896-02-01","Theisseil/Opf.","1963-06-28","Regensburg","9","2"
"462","Hofmann","Michael","","Rechtsanwalt","1974-06-14","Forchheim","null","","1","1"
"463","Hofmann","Walter","","Landwirt","1939-12-06","Neuses","null","","4","1"
"464","Hofmann","Werner","","Stadtbautechniker","1925-04-30","Karlstadt/Main","2003-01-18","Karlstadt/Main","8","3"
"465","Hofmeister","Josef","","Lehrer","1928-02-04","Sulzbach/Opf","null","","3","3"
"491","Högn","Hans","","Oberbürgermeister, I. Landtagsvizepräsident a.D.","1904-06-08","Hof","1980-05-22","Hof","3","3"
"492","Höhenberger","Fritz","","Kaufmann","1911-10-15","Augsburg","2001-09-10","Herrsching","3","3"
"466","Hohlmeier","Monika","","Staatsministerin a.D.","1962-07-02","München","null","","37","1"
"467","Holetschek","Klaus","","","1964-10-21","Landshut","null","","8","1"
"493","Höllerer","Johann","","Landwirt","1898-11-02","Reichenbach (Auerbach i.d.Opf.)","1973-01-31","Reichenbach (Auerbach i.d.Opf.)","7","3"
"494","Höllerer","Julius","","Ingenieur","1903-12-05","München","1968-02-27","München","3","3"
"495","Höllrigl","Hans","","Regierungsrat a.D.","1922-05-20","Burglengenfeld","2005-02-13","Burglengenfeld","5","null"
