"pa_id","a_id","Typ","von","bis"
"2","400","Mitglied","1970-12-03","1974-11-11"
"2","400","Mitglied","1974-11-19","1978-10-29"
"2","400","Mitglied","1978-10-30","1982-10-19"
"2","400","Mitglied","1982-10-20","1986-10-21"
"10","400","Mitglied","1986-07-24","1986-10-21"
"14","400","Mitglied","1982-10-27","1986-10-21"
"18","400","Mitglied","1977-10-19","1978-10-29"
"18","400","Mitglied","1978-12-13","1982-10-19"
"55","400","Mitglied","1978-01-25","1978-07-13"
"81","400","Mitglied","1974-03-27","1974-03-27"
"95","400","Mitglied","1978-12-13","1982-10-19"
"227","400","Mitglied","1971-03-30","1974-11-11"
"227","400","Mitglied","1978-12-13","1982-10-19"
"227","400","stv. Mitglied","1974-11-19","1978-10-29"
"264","400","stv. Mitglied","1976-01-29","1978-09-19"
"4","401","Mitglied","1998-10-29","2003-10-05"
"114","402","Fraktionsvorsitzender","2013-10-07","2013-10-07"
"151","402","Mitglied","2008-12-04","2013-10-06"
"8","403","Mitglied","1962-12-07","1970-09-07"
"109","404","Mitglied","1947-01-29","1950-11-26"
"136","404","Mitglied","1948-02-13","1950-11-26"
"158","404","Mitglied","1947-02-20","1950-11-26"
"231","404","Mitglied","1949-09-07","1950-11-26"
"232","404","Mitglied","1949-05-03","1950-11-26"
"288","404","Mitglied","1947-05-03","1950-11-26"
"293","404","Mitglied","1950-05-04","1950-11-26"
"7","405","Mitglied","1950-11-27","1953-10-01"
"23","405","Mitglied","1950-11-27","1953-10-01"
"71","405","Mitglied","1950-11-27","1953-10-01"
"135","405","Mitglied","1949-10-07","1950-11-26"
"140","405","Mitglied","1950-11-27","1953-10-01"
"156","405","Mitglied","1949-10-07","1950-11-26"
"167","405","Mitglied","1950-11-27","1953-10-01"
"231","405","stv.Vorsitzender","1949-10-07","1950-11-26"
"232","405","Mitglied","1949-10-07","1950-11-26"
"22","406","stv. Mitglied","1947-01-29","1947-01-29"
"126","406","Mitglied","1948-04-28","1949-02-17"
"135","406","Mitglied","1947-11-04","1950-11-26"
"144","406","Vorsitzender","1947-01-29","1949-04-28"
"2","407","Mitglied","1984-09-26","1986-10-21"
"2","407","Mitglied","1990-10-30","1990-10-30"
"7","407","Mitglied","1984-09-26","1986-10-21"
"8","407","Mitglied","1987-11-11","1990-10-23"
"55","407","stv. Mitglied","1993-11-24","1994-05-02"
"73","407","Mitglied","1990-10-30","1994-10-14"
"92","407","Mitglied","1993-07-13","1994-05-02"
"119","407","Mitglied","1989-02-02","1990-10-23"
"147","407","Mitglied","1992-10-06","1994-05-02"
"1","408","Mitglied","1990-10-30","1994-10-14"
"1","408","Mitglied","1994-11-10","1998-09-27"
"6","408","Mitglied","1998-10-29","2003-10-05"
"59","408","Mitglied","2008-05-07","2008-10-19"
"64","408","Mitglied","1998-11-11","2003-10-05"
"90","408","Mitglied","1990-10-30","1994-10-14"
"142","408","Mitglied","1999-07-08","2003-10-05"
"142","408","stv. Mitglied","1991-06-13","1994-10-14"
"142","408","stv. Mitglied","1995-03-16","1998-09-27"
"11","409","Mitglied","1948-03-05","1950-11-26"
"14","409","Mitglied","1948-09-23","1950-11-26"
"20","409","Mitglied","1948-03-03","1949-04-05"
"21","409","Mitglied","1947-01-29","1947-09-22"
"26","409","Mitglied","1946-07-15","1946-10-26"
"32","409","Mitglied","1947-02-20","1947-09-22"
"34","409","Mitglied","1947-01-29","1947-09-22"
"42","409","Mitglied","1950-04-03","1954-12-12"
"64","409","Mitglied","1952-04-03","1954-12-12"
"158","409","Mitglied","1947-02-20","1947-09-22"
"185","409","Mitglied","1946-07-15","1946-10-26"
"214","409","Mitglied","1946-07-15","1946-10-26"
"241","409","Mitglied","1948-06-09","1950-11-26"
"38","410","Mitglied","1950-11-27","1954-12-12"
"2","411","Mitglied","1996-10-09","1998-09-27"
"4","411","Mitglied","1998-10-29","2003-10-05"
"117","411","Mitglied","1994-11-10","1998-09-27"
"7","412","Mitglied","1986-12-17","1990-10-23"
"10","412","stv. Mitglied","1998-07-09","1998-09-27"
"33","412","Mitglied","1986-11-12","1990-10-23"
"46","412","Mitglied","1998-10-29","2003-10-05"
"57","412","Mitglied","1987-11-11","1990-10-23"
"57","412","Mitglied","1990-10-30","1994-10-14"
"57","412","Mitglied","1994-11-10","1996-05-09"
"88","412","Mitglied","1998-10-29","2003-10-05"
"93","412","Mitglied","1986-11-12","1990-10-23"
"93","412","Mitglied","1990-10-30","1994-10-14"
"93","412","Mitglied","1994-11-10","1998-09-27"
"95","412","Mitglied","1986-12-10","1990-10-23"
"117","412","Mitglied","1995-12-07","1998-09-27"
"121","412","stv. Mitglied","1993-07-13","1994-07-13"
"5","413","1. Schriftführerin","1998-09-28","2003-10-05"
"5","413","I.Schriftführerin","1994-10-20","1998-09-27"
"5","413","IV.Schriftführerin","1990-10-24","1994-10-14"
"7","413","Mitglied","1986-11-12","1990-10-23"
"8","413","Mitglied","1986-11-12","1990-10-23"
"10","413","stv. Mitglied","1990-07-20","1990-10-23"
"46","413","Mitglied","1998-10-29","2003-10-05"
"57","413","Mitglied","1994-05-20","1994-10-14"
"117","413","Mitglied","1990-10-30","1994-10-14"
"117","413","Mitglied","1994-11-10","1998-09-27"
"88","414","Mitglied","2003-11-04","2008-10-19"
"88","414","Vorsitzende","2008-12-04","2013-10-06"
"88","414","Vorsitzende","2013-11-06","2013-11-06"
"116","414","Mitglied","2004-12-16","2007-02-15"
"195","414","Mitglied","2003-11-04","2008-10-19"
"51","415","Mitglied","1966-12-02","1970-12-02"
"51","416","Mitglied","1986-11-12","1990-09-26"
"10","417","Mitglied","1978-09-20","1978-10-29"
"51","417","Mitglied","1966-12-02","1970-12-02"
"51","417","Mitglied","1970-12-03","1974-11-11"
"51","417","Mitglied","1974-11-19","1978-10-29"
"73","417","Vorsitzender","1970-12-03","1974-11-11"
"73","417","Vorsitzender","1974-11-19","1978-10-29"
"81","417","stv. Mitglied","1974-03-27","1974-03-27"
"227","417","Mitglied","1971-03-30","1974-11-11"
"227","417","Mitglied","1974-11-19","1978-10-29"
"22","418","stv. Mitglied","1950-11-27","1950-11-27"
"33","418","Mitglied","1953-10-13","1954-12-12"
"74","418","Mitglied","1950-11-27","1954-12-12"
"3","419","stv. Mitglied","1996-12-19","1998-02-04"
"5","419","4. Schriftführer","1998-09-28","2003-10-05"
"18","419","Mitglied","1994-11-24","1998-09-27"
"47","419","Mitglied","2008-12-04","2013-10-06"
"48","419","Mitglied","2013-11-06","2013-11-06"
"60","419","Mitglied","1994-11-10","1998-09-27"
"60","419","Mitglied","1998-10-28","2003-10-05"
"87","419","Mitglied","2009-01-07","2013-10-06"
"87","419","Mitglied","2013-12-04","2013-12-04"
"87","419","Vorsitzender","2013-12-05","2013-12-05"
"113","419","2.stv.Mitglied","1994-11-24","1998-09-27"
"113","419","2.stv.Mitglied","1998-11-26","2003-10-05"
"113","419","Mitglied","2008-12-16","2011-04-05"
"113","419","Mitglied","2011-04-06","2013-10-06"
"113","419","Mitglied","2013-12-04","2013-12-04"
"150","419","Mitglied","1999-10-28","2001-05-09"
"224","419","Mitglied","1997-05-14","1998-09-27"
"224","419","stv. Mitglied","1994-11-24","1997-05-13"
"243","419","Mitglied","1994-11-10","1998-09-27"
"254","419","Mitglied","2001-02-15","2002-07-18"
"257","419","Mitglied","1995-10-26","1997-12-17"
"7","420","Mitglied","1974-11-19","1978-10-29"
"8","420","Mitglied","1974-11-19","1982-10-19"
"8","420","Mitglied","1982-10-20","1986-10-21"
"8","420","Mitglied","1986-11-12","1990-10-23"
"10","420","stv. Mitglied","1986-07-24","1986-10-21"
"22","420","Mitglied","1990-07-20","1990-10-23"
"39","420","Mitglied","1978-10-30","1980-02-15"
"39","420","Mitglied","1986-11-12","1988-10-27"
"70","420","Alterspräsident","1986-10-22","1986-10-22"
"73","420","Mitglied","1978-12-13","1979-04-05"
"81","420","Mitglied","1979-05-23","1979-05-23"
"81","420","Mitglied","1989-03-17","1989-03-17"
"7","421","Mitglied","1958-12-04","1962-12-06"
"8","421","Mitglied","1962-12-07","1966-12-01"
"8","421","Mitglied","1970-12-03","1974-11-11"
"22","421","Mitglied","1974-10-29","1974-11-11"
"33","421","Mitglied","1955-01-13","1958-12-03"
"42","421","Mitglied","1958-12-04","1962-12-06"
"81","421","Mitglied","1974-03-27","1974-03-27"
"253","421","Mitglied","1955-07-21","1958-12-03"
"278","421","Mitglied","1958-12-04","1962-12-06"
"291","421","Mitglied","1955-02-08","1958-12-03"
"294","421","Mitglied","1955-05-23","1958-12-03"
"295","421","Mitglied","1956-10-19","1958-12-03"
"7","422","Mitglied","1974-11-19","1978-10-29"
"10","422","stv. Mitglied","1990-07-20","1990-10-23"
"13","422","Mitglied","1994-11-24","1998-09-27"
"57","422","Mitglied","1978-10-30","1986-10-21"
"57","422","Mitglied","1986-11-12","1990-10-23"
"57","422","Mitglied","1990-10-30","1994-10-14"
"57","422","Mitglied","1994-11-10","1998-09-27"
"81","422","Mitglied","1989-03-17","1989-03-17"
"93","422","Mitglied","1974-11-19","1982-10-19"
"10","423","Mitglied","1970-10-01","1970-12-02"
"10","424","Mitglied","1966-11-09","1966-12-01"
"28","424","Mitglied","1955-01-13","1957-04-01"
"30","424","Mitglied","1959-04-24","1962-12-06"
"30","424","Mitglied","1963-12-07","1966-12-01"
"39","424","Mitglied","1956-04-19","1958-12-03"
"41","424","Vorsitzender","1955-01-13","1956-05-03"
"51","424","stv.Vorsitzender","1962-12-07","1966-12-01"
"168","424","Mitglied","1955-01-13","1957-04-01"
"168","424","stv.Vorsitzender","1958-12-04","1962-12-06"
"20","425","Mitglied","1946-12-16","1950-11-26"
"22","425","Mitglied","1947-01-29","1947-01-29"
"26","425","Mitglied","1946-07-15","1946-10-26"
"31","425","Mitglied","1948-09-22","1949-02-17"
"34","425","Mitglied","1947-01-29","1950-11-26"
"126","425","Mitglied","1948-04-28","1950-11-26"
"167","425","Mitglied","1946-12-16","1950-11-26"
"185","425","Mitglied","1946-07-15","1946-10-26"
"214","425","Mitglied","1946-07-15","1946-10-26"
"282","425","Mitglied","1947-07-18","1950-11-26"
"290","425","Mitglied","1948-07-28","1950-11-26"
"2","426","Mitglied","1958-12-04","1962-12-06"
"7","426","Mitglied","1950-11-27","1954-12-12"
"7","426","Mitglied","1955-01-13","1958-12-03"
"9","426","Mitglied","1962-12-07","1966-12-01"
"10","426","Mitglied","1966-11-09","1966-12-01"
"22","426","stv. Mitglied","1950-11-27","1950-11-27"
"25","426","Mitglied","1950-11-27","1954-12-12"
"25","426","Mitglied","1955-01-24","1957-04-01"
"26","426","Mitglied","1946-07-15","1946-10-26"
"70","426","Alterspräsident","1958-12-04","1958-12-04"
"75","426","Mitglied","1950-11-27","1954-12-12"
"109","426","Mitglied","1950-02-09","1950-11-26"
"130","426","Beirat","1951-09-04","1954-12-12"
"144","426","Mitglied","1950-02-09","1950-11-26"
"9","427","Mitglied","1967-03-07","1970-12-02"
"11","427","Mitglied","1958-12-04","1962-12-06"
"11","427","Mitglied","1962-12-07","1966-12-01"
"11","427","Mitglied","1966-12-02","1970-12-02"
"11","427","Mitglied","1970-12-03","1974-11-11"
"12","427","Mitglied","1967-03-07","1970-12-02"
"12","427","Mitglied","1971-01-26","1974-11-11"
"14","427","Mitglied","1960-02-11","1962-02-06"
"14","427","Mitglied","1963-02-12","1966-12-01"
"14","427","Mitglied","1966-12-15","1968-12-10"
"14","427","Mitglied","1968-12-11","1970-12-02"
"14","427","Mitglied","1972-05-01","1973-03-31"
"22","427","stv. Mitglied","1974-10-29","1974-11-11"
"64","427","Mitglied","1970-12-03","1974-11-11"
"72","427","Mitglied","1954-12-13","1958-12-03"
"73","427","Mitglied","1954-12-13","1958-12-03"
"80","427","Vorsitzender","1958-12-04","1962-12-06"
"189","427","Mitglied","1954-12-13","1958-12-03"
"189","427","Mitglied","1958-12-04","1962-12-06"
"10","428","stv. Mitglied","1970-10-01","1970-12-02"
"23","428","Mitglied","1962-12-07","1970-12-02"
"176","428","Mitglied","1967-03-01","1970-12-02"
"25","429","Mitglied","1949-11-08","1950-11-26"
"230","429","Mitglied","1949-11-08","1950-11-26"
"231","429","Mitglied","1949-11-08","1950-01-17"
"234","429","Mitglied","1950-08-31","1950-11-26"
"293","429","Mitglied","1950-05-04","1950-11-26"
"9","430","Mitglied","1958-12-04","1962-12-06"
"10","430","stv. Mitglied","1970-10-01","1970-12-02"
"30","430","stv. Mitglied","1963-02-12","1966-12-01"
"30","430","stv. Mitglied","1967-01-31","1970-12-02"
"33","430","Mitglied","1955-01-13","1958-12-03"
"33","430","Mitglied","1958-12-04","1966-12-01"
"33","430","Mitglied","1966-12-02","1970-12-02"
"71","430","Mitglied","1955-01-13","1957-04-01"
"74","430","Mitglied","1955-01-13","1957-04-01"
"74","430","Mitglied","1962-12-07","1966-12-01"
"74","430","Mitglied","1966-12-02","1970-12-02"
"11","431","Mitglied","1986-11-12","1990-10-23"
"11","431","Mitglied","1990-10-30","1994-10-14"
"33","431","Mitglied","1986-11-12","1990-10-23"
"52","431","Mitglied","1986-12-10","1990-10-23"
"52","431","Mitglied","1990-11-19","1994-10-14"
"52","431","Mitglied","1994-11-24","1996-10-16"
"90","431","stv.Vorsitzender","1990-10-30","1994-10-14"
"208","431","stv.Vorsitzender","1994-11-10","1996-05-08"
"209","431","Mitglied","1991-01-29","1994-10-14"
"209","431","Mitglied","1994-11-24","1996-07-11"
"4","432","Mitglied","2008-12-04","2013-10-06"
"4","432","Mitglied","2013-11-06","2013-11-06"
"5","432","Schriftführer","2011-12-13","2011-12-13"
"62","432","Mitglied","2010-10-14","2011-03-29"
"88","432","Mitglied","2008-12-04","2013-10-06"
"243","432","Mitglied","2003-11-04","2008-10-19"
"15","433","Vorsitzender","2013-11-06","2013-11-06"
"47","433","Mitglied","2008-12-04","2012-05-07"
"50","433","Stellvertr. Vorsitzender","2014-11-27","2014-11-27"
"60","433","Mitglied","2008-12-04","2012-02-14"
"60","433","Stellvertr. Vorsitzender","2012-02-15","2013-10-06"
"62","433","Mitglied","2010-02-24","2011-03-16"
"62","433","Vorsitzender","2011-03-17","2011-03-29"
"112","433","Mitglied","2008-12-17","2013-10-06"
"113","433","Mitglied","2013-12-04","2013-12-04"
"296","433","Vorsitzender","2013-04-24","2013-07-17"
"73","434","Mitglied","1955-01-13","1958-12-03"
"3","435","Mitglied","1996-12-19","1997-04-23"
"43","435","Mitglied","1994-11-10","1997-05-14"
"60","435","Mitglied","1999-10-08","2003-10-05"
"64","435","Mitglied","1999-09-29","2003-10-05"
"64","435","Mitglied","2003-11-04","2007-10-16"
"88","435","Mitglied","1995-12-07","1997-05-14"
"113","435","2.stv.Mitglied","1994-11-24","1998-09-27"
"113","435","Mitglied","1999-10-28","2003-10-05"
"148","435","Fraktionsvorsitzender","2003-10-06","2007-10-16"
"148","435","Stv. Fraktionsvorsitzender","1994-10-17","2003-10-05"
"224","435","Mitglied","1994-11-24","1997-05-14"
"243","435","Mitglied","1994-11-10","1998-09-27"
"257","435","stv. Mitglied","1995-10-26","1997-12-17"
"2","436","stv.Vorsitzender","1946-12-16","1949-09-20"
"10","436","Mitglied","1928-07-31","1928-07-31"
"21","436","Mitglied","1928-07-25","1928-12-21"
"26","436","Mitglied","1946-07-15","1946-10-26"
"144","436","Mitglied","1947-01-29","1949-09-20"
"229","436","Stellvertr. Vorsitzender","1947-07-18","1949-09-20"
"272","436","Mitglied","1920-07-16","1924-04-05"
"273","436","Mitglied","1924-07-09","1928-04-27"
"273","436","stv.Vorsitzender","1920-07-22","1924-04-05"
"273","436","stv.Vorsitzender","1928-07-31","1928-12-21"
"297","436","Schriftführer","1919-03-18","1920-06-02"
"298","436","stv. Mitglied","1919-08-16","1920-06-02"
"299","436","Mitglied","1920-05-07","1920-06-02"
"300","436","Mitglied","1921-11-25","1924-04-05"
"300","436","Mitglied","1924-06-27","1928-04-27"
"301","436","stv. Mitglied","1922-08-04","1923-08-02"
"302","436","Mitglied","1924-07-09","1928-04-27"
"303","436","Mitglied","1924-08-01","1924-08-01"
"303","436","Mitglied","1925-07-16","1925-07-16"
"303","436","Mitglied","1926-07-09","1926-07-09"
"303","436","Mitglied","1927-07-21","1927-07-21"
"304","436","Mitglied","1928-04-27","1928-04-27"
"305","436","Vertreter","1928-06-21","1928-12-21"
"2","437","Mitglied","1966-12-02","1970-12-02"
"64","437","stv. Mitglied","1968-10-23","1970-12-02"
"220","437","stv. Mitglied","1968-03-12","1969-09-12"
"46","438","Mitglied","2008-12-04","2013-10-06"
"46","438","Mitglied","2013-11-06","2013-11-06"
"8","440","Mitglied","1950-11-27","1954-12-12"
"8","440","Mitglied","1955-01-13","1962-12-06"
"8","440","Mitglied","1962-12-07","1966-12-01"
"9","440","Mitglied","1960-02-11","1962-12-06"
"10","440","stv. Mitglied","1966-11-09","1966-12-01"
"5","442","Mitglied","1978-10-30","1982-10-19"
"5","442","Mitglied","1982-10-20","1986-10-21"
"5","442","Mitglied","1986-10-22","1990-10-23"
"9","442","Mitglied","1955-01-13","1957-04-01"
"11","442","Vorsitzender","1958-12-04","1960-02-04"
"64","442","Mitglied","1958-12-04","1960-01-28"
"64","442","Mitglied","1978-10-30","1982-10-19"
"64","442","Mitglied","1982-10-20","1986-10-21"
"64","442","Mitglied","1986-10-22","1990-10-23"
"70","442","Präsident","1978-10-30","1982-10-19"
"70","442","Präsident","1982-10-20","1986-10-21"
"70","442","Präsident","1986-10-22","1990-10-23"
"72","442","Mitglied","1953-11-24","1954-12-12"
"72","442","Mitglied","1955-01-12","1958-12-03"
"74","442","Mitglied","1953-11-05","1954-12-12"
"79","442","Mitglied","1956-12-01","1958-12-03"
"81","442","Mitglied","1979-05-23","1979-05-23"
"148","442","Fraktionsvorsitzender","1958-12-04","1962-12-06"
"306","442","Mitglied","1962-02-13","1962-12-06"
"10","443","Mitglied","1978-09-20","1978-10-29"
"35","443","Mitglied","1974-11-19","1978-10-29"
"89","443","stv. Mitglied","1974-11-12","1978-10-29"
"93","443","Mitglied","1974-11-19","1978-10-29"
"130","443","Mitglied","1974-11-19","1978-10-29"
"43","444","Mitglied","2013-11-06","2013-11-06"
"48","444","Mitglied","2013-11-06","2013-11-06"
"50","444","Mitglied","2014-11-27","2014-11-27"
"113","444","Mitglied","2013-12-04","2013-12-04"
"5","445","Mitglied","1992-10-06","1994-10-14"
"5","445","Mitglied","1994-10-20","1998-07-15"
"10","445","Mitglied","1986-07-24","1986-10-21"
"10","445","stv. Mitglied","1978-09-20","1978-10-29"
"14","445","Mitglied","1986-12-10","1990-10-23"
"14","445","Mitglied","1990-04-26","1990-10-23"
"14","445","Mitglied","1990-11-19","1994-10-14"
"14","445","Mitglied","1994-11-10","1998-07-15"
"22","445","Mitglied","1982-07-23","1982-10-19"
"22","445","Mitglied","1990-07-20","1990-10-23"
"39","445","Mitglied","1978-10-30","1982-10-19"
"39","445","Mitglied","1982-10-20","1986-10-21"
"39","445","Mitglied","1988-02-08","1988-12-27"
"51","445","Mitglied","1974-11-19","1978-10-29"
"51","445","Mitglied","1978-10-30","1982-10-19"
"55","445","stv. Mitglied","1978-01-25","1978-07-13"
"63","445","Fraktionsvorsitzender","1986-10-22","1990-10-23"
"63","445","Fraktionsvorsitzender","1990-10-24","1992-09-22"
"64","445","Mitglied","1982-10-20","1986-10-21"
"64","445","Mitglied","1986-10-22","1990-10-23"
"64","445","Mitglied","1990-10-24","1992-09-24"
"64","445","Mitglied","1992-10-06","1994-10-14"
"64","445","Mitglied","1994-11-10","1998-07-15"
"64","445","stv. Mitglied","1978-10-30","1982-10-19"
"70","445","I. Vizepräsident","1994-10-20","1998-07-15"
"70","445","II. Vizepräsident","1992-10-06","1994-10-14"
"81","445","Mitglied","1984-02-22","1984-02-22"
"81","445","Mitglied","1989-03-17","1990-10-23"
"94","445","stv.Vorsitzender","1980-10-30","1981-04-08"
"115","445","Mitglied","1990-07-20","1990-10-23"
"121","445","stv.Vorsitzender","1991-10-23","1994-07-13"
"128","445","stv.Vorsitzender","1977-01-27","1978-03-15"
"132","445","Beisitzer","1978-12-05","1982-10-19"
"132","445","Beisitzer","1982-11-18","1986-10-21"
"132","445","Mitglied","1992-10-06","1994-10-14"
"132","445","stv.Vorsitzender","1994-11-24","1998-07-15"
"133","445","stv.Vorsitzender","1982-04-01","1982-09-13"
"133","445","stv.Vorsitzender","1983-02-09","1985-03-28"
"170","445","stv.Vorsitzender","1980-02-28","1982-03-04"
"11","446","Mitglied","1990-10-30","1994-10-14"
"64","446","stv. Mitglied","1991-01-14","1994-10-14"
"147","446","Mitglied","1992-10-06","1994-07-15"
"153","446","Stv. Fraktionsvorsitzende","1991-01-09","1994-10-14"
"193","446","2.stv.Mitglied","1991-06-13","1994-10-14"
"9","447","Mitglied","1962-05-15","1962-12-06"
"10","447","stv. Mitglied","1962-10-23","1962-12-06"
"33","447","Mitglied","1960-10-03","1962-12-06"
"71","447","Mitglied","1960-10-03","1962-12-06"
"130","447","Mitglied","1960-10-18","1962-12-06"
"168","447","Mitglied","1962-03-22","1962-05-15"
"21","448","Vorsitzender","1947-01-29","1950-11-26"
"22","448","Mitglied","1947-01-29","1947-01-29"
"25","448","Mitglied","1950-03-22","1950-11-26"
"27","448","Mitglied","1950-01-24","1950-11-26"
"30","448","stv. Mitglied","1947-07-17","1950-11-26"
"31","448","Mitglied","1947-01-29","1950-11-26"
"31","448","Vorsitzender","1947-03-05","1950-11-26"
"126","448","Mitglied","1948-04-28","1950-11-26"
"158","448","Mitglied","1947-02-20","1950-11-26"
"307","448","Mitglied","1947-02-13","1950-11-26"
"308","448","Vorsitzender","1947-06-12","1950-11-26"
"309","448","Mitglied","1949-06-24","1950-11-26"
"25","449","Mitglied","1950-11-27","1954-12-12"
"31","449","Mitglied","1950-11-27","1951-12-12"
"72","449","Mitglied","1950-11-27","1954-12-12"
"14","450","Mitglied","1965-02-03","1966-12-01"
"22","450","Mitglied","1990-07-20","1990-10-23"
"51","450","Mitglied","1962-12-07","1966-12-01"
"81","450","Mitglied","1989-03-17","1989-03-17"
"16","451","Mitglied","2003-11-04","2008-10-19"
"43","451","Mitglied","2003-11-04","2008-10-19"
"43","451","Mitglied","2008-12-04","2013-10-06"
"154","451","Mitglied","2008-12-04","2013-10-06"
"246","451","Mitglied","2006-05-19","2008-05-06"
"11","452","Mitglied","1958-12-04","1961-12-14"
"14","452","Mitglied","1959-01-13","1961-12-14"
"33","452","Mitglied","1955-01-13","1957-04-01"
"81","452","Mitglied","1959-07-01","1959-07-01"
"168","452","Mitglied","1955-01-13","1958-12-03"
"292","452","Vorsitzender","1955-11-07","1958-12-03"
"22","453","stv. Mitglied","1947-01-29","1947-01-29"
"33","453","Mitglied","1949-02-07","1950-11-26"
"100","453","Mitglied","1947-01-29","1950-11-26"
"169","453","Mitglied","1946-02-26","1946-06-30"
"6","454","Mitglied","1998-10-29","2003-10-05"
"10","454","stv. Mitglied","1998-07-09","1998-09-27"
"43","454","Mitglied","1998-10-29","2003-10-05"
"180","454","Mitglied","1994-11-10","1995-03-16"
"285","454","Mitglied","1995-03-16","1998-10-14"
"7","455","Mitglied","1978-10-30","1982-10-19"
"10","455","Mitglied","1966-11-09","1966-12-01"
"10","455","Mitglied","1970-10-01","1970-12-02"
"10","455","stv. Mitglied","1978-09-20","1978-10-29"
"10","455","stv. Mitglied","1982-07-23","1982-10-19"
"11","455","Mitglied","1962-12-07","1966-12-01"
"11","455","stv.Vorsitzender","1966-12-02","1970-12-02"
"11","455","Vorsitzender","1970-12-03","1974-11-11"
"11","455","Vorsitzender","1974-11-19","1978-10-29"
"11","455","Vorsitzender","1978-10-30","1982-10-19"
"14","455","Mitglied","1966-05-10","1966-12-01"
"14","455","Mitglied","1968-12-11","1970-12-02"
"14","455","Mitglied","1974-11-12","1978-10-29"
"14","455","Mitglied","1978-11-16","1980-11-24"
"14","455","Mitglied","1980-11-25","1982-10-19"
"64","455","stv. Mitglied","1968-10-23","1970-12-02"
"81","455","Mitglied","1979-05-23","1979-05-23"
"89","455","Mitglied","1979-05-29","1982-10-19"
"6","456","Mitglied","1990-10-30","1991-07-18"
"10","456","Mitglied","1994-07-21","1994-10-14"
"23","456","Mitglied","1993-01-12","1994-10-14"
"43","456","Mitglied","1990-10-30","1993-01-12"
"53","456","stv. Mitglied","1994-05-04","1994-07-20"
"59","456","Mitglied","1991-07-18","1994-10-14"
"59","456","Mitglied","2003-11-04","2008-10-19"
"81","456","Mitglied","1999-03-25","1999-03-25"
"123","456","Mitglied","1994-11-10","1996-10-09"
"2","457","Mitglied","1966-12-02","1970-12-02"
"5","457","Mitglied","1962-12-07","1966-12-01"
"5","457","Mitglied","1966-12-02","1970-12-02"
"10","457","Mitglied","1928-07-31","1928-07-31"
"10","457","Mitglied","1929-07-09","1929-07-09"
"10","457","Mitglied","1962-10-23","1962-12-06"
"11","457","Mitglied","1949-09-19","1950-11-26"
"20","457","Mitglied","1946-12-16","1946-12-21"
"21","457","Mitglied","1946-12-16","1950-11-26"
"21","457","Vorsitzender","1928-07-31","1932-04-07"
"22","457","Mitglied","1946-12-16","1946-12-16"
"22","457","Mitglied","1950-11-27","1950-11-27"
"25","457","Vorsitzender","1950-03-22","1950-11-26"
"26","457","Mitglied","1946-07-15","1946-10-26"
"27","457","Vorsitzender","1946-12-16","1950-11-26"
"30","457","Mitglied","1959-04-24","1962-12-06"
"30","457","Mitglied","1963-02-12","1966-12-01"
"30","457","Mitglied","1967-01-31","1970-12-02"
"31","457","Vorsitzender","1948-10-25","1950-11-26"
"32","457","Mitglied","1946-12-16","1950-11-26"
"37","457","stv.Vorsitzender","1949-12-13","1950-11-26"
"39","457","Mitglied","1954-12-13","1958-12-03"
"39","457","Mitglied","1958-12-04","1962-12-06"
"39","457","Mitglied","1966-12-02","1970-12-02"
"39","457","Vorsitzender","1962-12-07","1966-12-01"
"42","457","Mitglied","1954-12-13","1958-12-03"
"42","457","Mitglied","1958-12-04","1962-12-06"
"42","457","Mitglied","1962-12-07","1966-12-01"
"42","457","stv.Vorsitzender","1966-12-02","1970-12-02"
"51","457","Vorsitzender","1962-12-07","1966-12-01"
"63","457","Fraktionsvorsitzender","1958-05-28","1958-12-03"
"63","457","Fraktionsvorsitzender","1958-12-04","1962-12-06"
"64","457","Mitglied","1958-12-04","1962-12-06"
"64","457","Mitglied","1962-12-07","1966-12-01"
"64","457","Mitglied","1966-12-05","1970-12-02"
"70","457","Alterspräsident","1966-12-02","1966-12-02"
"81","457","Mitglied","1946-12-16","1946-12-16"
"81","457","Mitglied","1958-12-04","1958-12-04"
"104","457","Mitglied","1949-07-26","1950-11-26"
"160","457","Mitglied","1950-01-24","1950-11-26"
"168","457","Mitglied","1957-10-24","1958-12-03"
"168","457","Mitglied","1958-12-04","1962-12-06"
"181","457","Mitglied","1962-12-07","1966-12-01"
"181","457","Mitglied","1966-12-02","1970-12-02"
"213","457","Mitglied","1946-07-15","1946-10-26"
"245","457","Mitglied","1946-03-08","1946-06-24"
"273","457","Mitglied","1924-07-09","1928-04-27"
"300","457","Mitglied","1924-06-27","1928-04-27"
"300","457","Mitglied","1928-07-25","1932-04-07"
"303","457","Mitglied","1924-08-01","1924-08-01"
"304","457","Mitglied","1928-04-27","1928-04-27"
"308","457","Mitglied","1949-03-02","1950-11-26"
"309","457","Mitglied","1949-06-24","1950-11-26"
"310","457","Mitglied","1924-07-08","1928-04-27"
"311","457","stv. Landtagskommissär","1924-07-09","1928-04-27"
"311","457","stv. Landtagskommissär","1928-07-25","1932-04-07"
"312","457","Mitglied","1924-08-01","1928-04-27"
"313","457","Vorsitzender","1931-07-15","1932-04-07"
"314","457","Vorsitzender","1946-12-16","1946-12-16"
"315","457","Mitglied","1949-03-02","1950-11-23"
