"pa_id","a_id","Typ","von","bis"
"148","658","Stv. Fraktionsvorsitzender","1957-11-07","1958-12-03"
"292","658","stv.Vorsitzender","1955-11-07","1958-12-03"
"8","659","Mitglied","1978-10-30","1982-10-19"
"10","659","stv. Mitglied","1982-07-23","1982-10-19"
"73","659","Mitglied","1978-10-30","1982-10-19"
"93","659","Mitglied","1978-10-30","1982-10-19"
"3","660","stv. Mitglied","1996-12-19","1998-02-04"
"4","660","Mitglied","1991-07-18","1994-10-14"
"4","660","Mitglied","1994-11-10","1998-09-27"
"4","660","Mitglied","1998-10-28","2003-10-05"
"4","660","Mitglied","2003-11-04","2007-11-07"
"10","660","stv. Mitglied","1994-07-21","1994-10-14"
"81","660","Mitglied","1999-03-25","1999-03-25"
"121","660","stv. Mitglied","1991-10-23","1992-02-12"
"172","660","Mitglied","1994-11-24","1998-09-27"
"172","660","Mitglied","1998-11-26","2003-10-05"
"209","660","stv. Mitglied","1996-10-17","1998-09-27"
"45","661","Mitglied","1998-10-29","2003-10-05"
"59","661","Mitglied","1998-10-29","2003-10-05"
"123","661","Mitglied","1994-11-10","1998-09-27"
"207","661","Mitglied","1994-11-10","1998-09-27"
"2","662","Mitglied","1974-11-19","1978-10-29"
"2","662","stv.Vorsitzender","1978-11-09","1982-10-19"
"2","662","stv.Vorsitzender","1982-10-20","1986-10-21"
"2","662","stv.Vorsitzender","1986-11-12","1990-10-23"
"10","662","Mitglied","1986-07-24","1986-10-21"
"10","662","Mitglied","1998-07-09","1998-09-27"
"10","662","stv. Mitglied","1982-07-23","1982-10-19"
"13","662","Mitglied","1986-12-10","1990-10-23"
"13","662","Mitglied","1990-11-19","1994-10-14"
"13","662","Mitglied","1996-12-18","1998-09-27"
"13","662","stv. Mitglied","1978-12-13","1982-10-19"
"13","662","stv. Mitglied","1983-12-14","1986-10-21"
"22","662","Mitglied","1994-07-21","1994-10-14"
"51","662","Mitglied","1990-10-30","1994-10-14"
"55","662","stv. Mitglied","1993-11-24","1994-07-14"
"55","662","stv.Vorsitzender","1978-01-25","1978-07-13"
"64","662","stv. Mitglied","1990-10-24","1994-10-14"
"64","662","stv. Mitglied","1994-11-10","1998-09-27"
"73","662","Mitglied","1990-10-30","1994-10-14"
"96","662","stv. Mitglied","1989-05-11","1989-10-12"
"97","662","stv. Mitglied","1989-12-13","1990-07-19"
"180","662","Mitglied","1994-11-10","1998-09-27"
"224","662","Mitglied","1994-11-24","1998-09-27"
"264","662","stv. Mitglied","1976-01-29","1978-09-19"
"7","663","Mitglied","1962-12-07","1966-12-01"
"176","663","Mitglied","1963-11-26","1966-12-01"
"10","664","Mitglied","1986-07-24","1986-10-21"
"10","664","stv. Mitglied","1982-07-23","1982-10-19"
"33","664","Mitglied","1978-03-15","1978-10-29"
"33","664","Mitglied","1978-10-30","1982-10-19"
"33","664","Mitglied","1982-10-20","1986-10-21"
"51","664","Mitglied","1978-03-15","1978-10-29"
"51","664","Mitglied","1978-10-30","1982-10-19"
"51","664","Mitglied","1982-10-20","1986-10-21"
"64","664","stv. Mitglied","1984-07-17","1986-10-21"
"10","665","stv. Mitglied","1966-11-09","1966-12-01"
"31","665","Mitglied","1953-11-03","1954-12-12"
"71","665","Mitglied","1955-01-13","1958-12-03"
"71","665","Mitglied","1958-12-04","1962-12-06"
"74","665","Mitglied","1950-11-27","1954-12-12"
"74","665","Mitglied","1954-12-13","1958-12-03"
"74","665","Mitglied","1958-12-04","1966-12-01"
"74","665","Mitglied","1966-12-02","1970-12-02"
"102","665","Mitglied","1950-11-27","1954-12-12"
"168","665","Mitglied","1955-01-13","1957-04-01"
"15","666","Mitglied","2013-11-06","2013-11-06"
"47","666","Mitglied","2008-12-04","2013-10-06"
"48","666","Mitglied","2013-11-06","2013-11-06"
"60","666","Mitglied","2008-12-04","2013-10-06"
"270","666","Mitglied","2014-07-01","2014-07-01"
"8","667","Mitglied","1958-12-04","1962-12-06"
"33","667","Mitglied","1958-12-04","1960-10-03"
"20","668","Mitglied","1946-12-16","1947-01-29"
"20","668","Mitglied","1949-03-04","1949-03-17"
"22","668","Mitglied","1949-03-04","1949-03-04"
"26","668","Mitglied","1946-07-15","1946-10-26"
"32","668","Mitglied","1947-02-20","1950-11-26"
"64","668","Mitglied","1946-12-16","1947-01-22"
"64","668","Mitglied","1949-03-04","1949-03-17"
"213","668","Mitglied","1946-07-15","1946-10-26"
"225","668","Mitglied","1946-07-15","1946-10-26"
"226","668","Mitglied","1946-07-15","1946-10-26"
"322","668","Stv. Fraktionsvorsitzender","1946-12-16","1949-03-17"
"2","669","Mitglied","1990-10-30","1994-10-14"
"2","669","Mitglied","1994-11-10","1995-11-29"
"8","669","Mitglied","1982-10-20","1983-11-24"
"8","669","Mitglied","1986-01-27","1986-10-21"
"8","669","Mitglied","1986-11-12","1990-10-23"
"10","669","Mitglied","1998-07-09","1998-09-27"
"10","669","stv. Mitglied","1990-07-20","1990-10-23"
"14","669","Mitglied","1990-11-19","1994-10-14"
"14","669","Mitglied","1994-11-10","1996-01-31"
"33","669","Mitglied","1986-11-12","1990-10-23"
"46","669","Vorsitzender","1998-10-29","2003-10-05"
"57","669","Mitglied","1982-12-16","1986-01-27"
"57","669","Mitglied","1993-07-15","1994-05-20"
"93","669","Mitglied","1982-10-27","1982-12-16"
"117","669","Mitglied","1994-10-15","1995-11-29"
"117","669","Vorsitzender","1995-12-06","1998-09-27"
"130","669","Mitglied","1984-02-21","1986-10-21"
"130","669","Mitglied","1986-12-10","1990-10-23"
"88","670","Mitglied","2013-11-06","2013-11-06"
"108","670","Mitglied","2013-11-06","2013-11-06"
"11","671","Mitglied","1949-09-28","1950-11-26"
"109","671","Mitglied","1949-09-28","1950-11-26"
"7","672","Mitglied","1966-12-02","1970-12-02"
"7","672","Mitglied","1970-12-03","1974-11-11"
"10","672","Mitglied","1974-10-29","1974-11-11"
"22","672","Mitglied","1970-12-03","1970-12-03"
"35","672","Mitglied","1970-12-03","1974-11-11"
"64","672","Mitglied","1970-12-03","1974-11-11"
"74","672","Mitglied","1966-12-02","1970-12-02"
"190","672","Mitglied","1970-09-16","1970-12-02"
"190","672","Mitglied","1970-12-03","1974-11-11"
"22","673","stv. Mitglied","1950-11-27","1950-11-27"
"23","673","Mitglied","1954-12-13","1958-12-03"
"23","673","stv.Vorsitzender","1950-11-27","1954-12-12"
"24","673","Mitglied","1950-11-27","1954-12-12"
"24","673","Mitglied","1954-12-13","1958-12-03"
"33","673","Mitglied","1950-11-27","1954-12-12"
"33","673","Mitglied","1955-01-13","1958-12-03"
"69","673","Mitglied","1950-11-27","1953-04-16"
"79","673","Mitglied","1956-12-01","1947-04-01"
"79","673","stv.Vorsitzender","1957-04-01","1958-12-03"
"167","673","Mitglied","1955-07-21","1958-12-03"
"8","674","Mitglied","1947-02-28","1950-11-26"
"28","674","Mitglied","1948-10-20","1950-11-26"
"31","674","Mitglied","1947-01-29","1947-07-17"
"31","674","Mitglied","1948-10-22","1948-10-22"
"100","674","Mitglied","1950-01-17","1950-11-26"
"158","674","Mitglied","1947-02-20","1950-11-26"
"307","674","Mitglied","1947-02-13","1950-11-26"
"7","675","Mitglied","1970-12-03","1972-12-12"
"7","675","Mitglied","1986-11-12","1990-10-23"
"8","675","Mitglied","1970-12-03","1974-11-11"
"8","675","Mitglied","1974-11-19","1978-10-29"
"8","675","Mitglied","1978-10-30","1982-10-19"
"8","675","Mitglied","1982-10-20","1986-10-21"
"8","675","Mitglied","1986-11-12","1990-10-23"
"10","675","stv. Mitglied","1982-07-23","1982-10-19"
"10","675","stv. Mitglied","1986-07-24","1986-10-21"
"33","675","Mitglied","1974-11-19","1978-10-29"
"35","675","Mitglied","1974-02-20","1974-11-11"
"39","675","Mitglied","1978-10-30","1982-10-19"
"117","675","Mitglied","1990-10-30","1994-10-14"
"2","676","Mitglied","1954-12-13","1955-01-13"
"9","676","Mitglied","1955-01-13","1957-04-01"
"31","676","Mitglied","1950-11-27","1953-06-23"
"74","676","Mitglied","1950-11-27","1953-01-05"
"75","676","Mitglied","1950-11-27","1954-12-12"
"300","676","Mitglied","1928-07-25","1932-04-07"
"304","676","stv. Mitglied","1932-04-07","1932-04-07"
"311","676","stv. Landtagskommissär","1919-03-18","1920-06-02"
"333","676","Schriftführer","1919-02-21","1920-06-02"
"334","676","Mitglied","1919-03-18","1920-06-02"
"335","676","Mitglied","1919-10-03","1920-06-02"
"336","676","II.Schriftführer","1931-11-27","1932-04-07"
"15","677","Mitglied","2013-11-06","2013-11-06"
"49","677","Mitglied","2014-07-01","2014-07-01"
"60","677","Mitglied","2008-12-04","2013-10-06"
"88","677","Mitglied","2013-11-06","2015-02-12"
"195","677","Mitglied","2008-12-04","2013-10-06"
"195","677","Mitglied","2015-02-13","2015-02-13"
"10","678","Mitglied","1978-09-20","1978-10-29"
"57","678","Mitglied","1978-06-01","1978-10-29"
"93","678","Mitglied","1978-06-01","1978-10-29"
"10","679","stv. Mitglied","1994-07-21","1994-10-14"
"57","679","Mitglied","1992-01-20","1994-10-14"
"57","679","Mitglied","1994-11-10","1998-09-27"
"64","679","stv. Mitglied","1992-01-14","1993-02-10"
"64","679","stv. Mitglied","1994-11-10","1996-09-23"
"93","679","Mitglied","1990-10-30","1992-01-20"
"114","679","Fraktionsvorsitzende","1994-10-18","1996-09-23"
"337","679","Fraktionsvorsitzende","1992-01-14","1994-10-14"
"44","680","Mitglied","1998-10-28","2003-10-05"
"46","680","Mitglied","1994-11-10","1998-09-27"
"46","680","Mitglied","1998-10-28","2003-10-05"
"155","680","Mitglied","2003-11-04","2008-10-19"
"2","681","Mitglied","1955-01-13","1958-12-03"
"2","681","Mitglied","1958-12-04","1962-12-06"
"7","681","Mitglied","1947-01-29","1950-11-26"
"8","681","Mitglied","1947-01-29","1950-11-26"
"8","681","Mitglied","1955-02-04","1958-12-03"
"8","681","stv.Vorsitzender","1958-12-04","1962-12-06"
"8","681","stv.Vorsitzender","1962-12-07","1966-12-01"
"10","681","Mitglied","1966-11-09","1966-12-01"
"10","681","stv. Mitglied","1962-10-23","1962-12-06"
"26","681","Mitglied","1946-07-16","1946-10-26"
"64","681","Mitglied","1962-12-07","1966-12-01"
"73","681","Mitglied","1962-12-07","1966-12-01"
"81","681","Mitglied","1949-08-26","1949-08-26"
"98","681","Mitglied","1946-12-16","1950-11-26"
"101","681","Mitglied","1948-06-10","1950-11-26"
"185","681","Mitglied","1946-07-16","1946-10-26"
"197","681","Mitglied","1948-11-10","1950-11-26"
"206","681","Mitglied","1950-03-24","1950-11-26"
"214","681","Mitglied","1946-07-16","1946-10-26"
"255","681","Mitglied","1946-12-16","1950-11-26"
"278","681","Mitglied","1958-12-04","1962-12-06"
"338","681","Mitglied","1950-05-15","1950-11-26"
"8","682","Mitglied","1955-06-29","1957-04-01"
"11","682","Mitglied","1958-12-04","1962-12-06"
"11","682","Mitglied","1962-12-07","1966-12-01"
"21","682","Mitglied","1953-10-06","1954-12-12"
"71","682","Mitglied","1953-10-06","1954-12-12"
"71","682","Mitglied","1955-01-13","1957-04-01"
"72","682","Mitglied","1953-10-06","1954-12-12"
"72","682","Mitglied","1955-01-12","1958-12-03"
"73","682","Mitglied","1958-12-04","1962-12-06"
"73","682","Mitglied","1962-12-07","1966-12-01"
"83","682","Mitglied","1954-12-13","1958-12-03"
"2","683","Mitglied","1962-12-07","1966-12-01"
"2","683","Mitglied","1966-12-02","1970-12-02"
"8","683","Mitglied","1947-01-29","1950-11-26"
"8","683","Mitglied","1950-11-27","1954-12-12"
"8","683","Mitglied","1955-01-13","1962-12-06"
"10","683","stv. Mitglied","1962-10-23","1962-12-06"
"10","683","stv. Mitglied","1970-10-01","1970-12-02"
"20","683","Mitglied","1946-12-16","1947-01-29"
"22","683","stv. Mitglied","1947-01-29","1947-01-29"
"23","683","Mitglied","1950-11-27","1954-12-12"
"26","683","Mitglied","1946-07-15","1946-10-26"
"30","683","Mitglied","1967-01-31","1970-12-02"
"30","683","stv. Mitglied","1959-04-24","1962-12-06"
"30","683","stv. Mitglied","1963-02-12","1966-12-01"
"34","683","Mitglied","1947-01-29","1950-11-26"
"64","683","Mitglied","1966-12-15","1970-12-02"
"73","683","Mitglied","1958-12-04","1962-12-06"
"73","683","Mitglied","1962-12-07","1966-12-01"
"83","683","Mitglied","1954-12-13","1958-12-03"
"98","683","Mitglied","1946-12-16","1950-11-26"
"101","683","Mitglied","1948-06-10","1950-11-26"
"168","683","Mitglied","1962-07-11","1962-12-06"
"278","683","Mitglied","1958-12-04","1962-12-06"
"291","683","Mitglied","1954-12-13","1958-12-03"
"338","683","Mitglied","1950-03-15","1950-11-26"
"7","684","Mitglied","1953-10-02","1954-12-12"
"11","685","Mitglied","1948-03-05","1950-11-26"
"31","685","Mitglied","1947-01-29","1950-11-26"
"37","685","Mitglied","1949-12-13","1950-11-26"
"81","685","Mitglied","1949-08-26","1950-11-26"
"144","685","Mitglied","1947-01-29","1950-11-26"
"10","686","Mitglied","1990-07-20","1990-10-23"
"10","686","Mitglied","1994-07-21","1994-10-14"
"16","686","Vorsitzender","2013-11-06","2013-11-06"
"23","686","Mitglied","1986-11-12","1990-10-23"
"23","686","Mitglied","1990-10-30","1994-10-14"
"43","686","Mitglied","2013-11-06","2013-11-06"
"46","686","Mitglied","2008-12-04","2009-04-28"
"54","686","Mitglied","1994-05-04","1994-07-20"
"90","686","Mitglied","1990-10-30","1994-10-14"
"113","686","1.stv.Mitglied","1991-06-13","1994-10-14"
"113","686","1.stv.Mitglied","1997-09-29","1998-09-27"
"113","686","2.stv.Mitglied","1994-11-24","1997-09-28"
"114","686","Fraktionsvorsitzender","1989-02-13","1990-10-20"
"123","686","Mitglied","1994-11-10","1998-09-27"
"151","686","Mitglied","2003-11-04","2008-10-19"
"154","686","Vorsitzender","2008-12-04","2013-10-06"
"8","687","Mitglied","1955-02-04","1957-04-01"
"9","687","Mitglied","1955-01-13","1958-12-03"
"28","687","Mitglied","1955-01-13","1957-04-01"
"72","687","Mitglied","1955-01-12","1955-02-04"
"5","688","Mitglied","2009-12-16","2013-10-07"
"6","688","Mitglied","1990-10-30","1994-10-14"
"6","688","Mitglied","1996-03-01","1996-07-10"
"6","688","Vorsitzender","1994-11-10","1996-02-29"
"10","688","stv. Mitglied","1994-07-21","1994-10-14"
"43","688","Mitglied","1992-01-17","1994-10-14"
"63","688","Fraktionsvorsitzender","2000-09-21","2009-10-20"
"63","688","Stv. Fraktionsvorsitzender","1995-09-19","2000-09-20"
"64","688","Mitglied","1998-11-11","2003-10-05"
"64","688","Mitglied","2003-11-04","2008-10-19"
"64","688","Mitglied","2009-12-16","2013-10-06"
"64","688","stv. Mitglied","1995-09-26","1998-09-27"
"121","688","stv. Mitglied","1991-10-23","1994-07-13"
"142","688","Mitglied","1992-10-07","1995-03-16"
"142","688","stv. Mitglied","1991-06-13","1992-10-06"
"271","688","Mitglied","2009-12-16","2013-10-06"
"20","689","Mitglied","1949-01-10","1950-11-26"
"22","689","Mitglied","1950-11-25","1950-11-26"
"26","689","Mitglied","1946-07-15","1946-10-26"
"31","689","Mitglied","1948-12-12","1950-11-26"
"66","689","Mitglied","1946-07-15","1946-10-26"
"81","689","Mitglied","1949-08-26","1949-08-26"
"2","690","Mitglied","1986-11-12","1990-10-23"
"2","690","Mitglied","1990-10-30","1994-10-14"
"2","690","Mitglied","1994-11-10","1998-09-27"
"8","690","Mitglied","1982-10-20","1986-10-21"
"11","690","Mitglied","1978-10-30","1982-10-19"
"12","690","Mitglied","1990-12-12","1994-10-14"
"12","690","Mitglied","1994-11-24","1998-09-27"
"22","690","stv. Mitglied","1994-07-21","1994-10-14"
"33","690","Mitglied","1984-11-05","1986-10-21"
"40","690","Mitglied","1986-11-12","1990-10-23"
"57","690","Mitglied","1978-10-30","1982-10-19"
"57","690","Mitglied","1982-10-20","1986-10-21"
"64","690","stv. Mitglied","1994-11-10","1998-09-27"
"92","690","Mitglied","1988-11-29","1990-10-23"
"92","690","Mitglied","1990-11-19","1994-10-14"
"92","690","Mitglied","1994-11-10","1998-09-27"
"121","690","stv. Mitglied","1993-07-13","1994-07-13"
"146","690","Mitglied","1982-11-24","1986-10-21"
"168","691","Mitglied","1986-11-12","1987-12-31"
"2","692","Mitglied","1986-11-12","1990-10-23"
"2","692","Mitglied","1990-10-30","1991-07-02"
"14","692","Mitglied","1990-11-19","1991-06-06"
"22","692","Mitglied","1990-07-20","1990-10-23"
"40","692","Mitglied","1986-11-12","1988-05-06"
"120","692","stv. Mitglied","1990-06-01","1990-07-12"
"187","692","stv. Mitglied","1990-03-21","1990-07-18"
"11","693","Mitglied","1947-04-07","1949-09-19"
"14","693","Mitglied","1948-09-23","1949-09-19"
"22","693","Mitglied","1947-01-29","1949-09-19"
"30","693","Mitglied","1947-07-17","1949-09-19"
"34","693","Mitglied","1947-01-29","1949-09-19"
"104","693","Mitglied","1949-07-26","1949-09-19"
"135","693","Mitglied","1947-01-29","1949-09-19"
"231","693","Mitglied","1949-04-07","1949-09-19"
"241","693","Mitglied","1948-06-09","1948-10-13"
"263","693","Mitglied","1949-05-03","1949-09-19"
"7","694","Mitglied","1986-11-12","1987-12-14"
"57","694","Mitglied","1986-11-12","1987-12-14"
"6","695","Mitglied","1998-10-28","2003-10-05"
"6","695","Mitglied","2003-11-04","2008-10-19"
"43","695","Mitglied","1998-10-28","2003-10-05"
"59","695","Mitglied","2003-11-04","2008-10-19"
"59","695","Mitglied","2008-12-04","2013-10-06"
"64","695","stv. Mitglied","1998-09-28","2003-10-05"
"154","695","Mitglied","2008-12-04","2013-10-06"
"239","695","Mitglied","2002-05-01","2003-10-05"
"1","696","Mitglied","1978-10-30","1982-10-19"
"2","696","Mitglied","1989-04-26","1990-10-23"
"3","696","stv. Mitglied","1996-12-19","1998-02-04"
"10","696","Mitglied","1998-07-09","1998-09-27"
"11","696","Mitglied","1979-01-31","1982-10-19"
"11","696","Mitglied","1982-10-20","1986-10-21"
"11","696","Mitglied","1986-11-12","1989-06-01"
"22","696","Mitglied","1994-07-21","1994-10-14"
"40","696","Mitglied","1986-11-12","1990-10-23"
"51","696","Mitglied","1994-11-10","1998-09-27"
"54","696","stv. Mitglied","1993-05-05","1994-05-03"
"54","696","stv. Mitglied","1994-05-04","1994-07-20"
"56","696","stv. Mitglied","1994-02-24","1994-07-14"
"57","696","Mitglied","1978-10-30","1982-10-19"
"73","696","Mitglied","1978-10-30","1979-01-31"
"115","696","Mitglied","1990-07-20","1990-10-23"
"119","696","Vorsitzender","1989-02-02","1990-07-20"
"147","696","Mitglied","1992-10-06","1994-07-15"
"190","696","Mitglied","1982-02-02","1982-10-19"
"190","696","Mitglied","1982-10-20","1986-10-21"
"190","696","Mitglied","1987-02-18","1990-10-23"
"190","696","Mitglied","1992-05-06","1994-10-14"
"190","696","Mitglied","1997-04-10","1998-09-27"
"191","696","Mitglied","1985-12-11","1986-07-24"
"193","696","2.stv.Mitglied","1991-06-13","1994-10-14"
"193","696","Mitglied","1994-11-24","1998-09-27"
"194","696","stv. Mitglied","1979-02-22","1980-03-27"
"202","696","Vorsitzender","1983-02-10","1984-02-23"
"207","696","Vorsitzender","1990-10-30","1994-10-14"
"207","696","Vorsitzender","1994-11-10","1998-09-27"
"239","696","Mitglied","1985-10-23","1986-10-21"
"239","696","Mitglied","1988-06-15","1990-10-23"
"239","696","Mitglied","1995-09-29","1998-09-27"
"7","697","Mitglied","1962-12-07","1966-12-01"
"7","697","Mitglied","1966-12-02","1970-12-02"
"8","697","Mitglied","1958-12-04","1962-12-06"
"8","697","Mitglied","1962-12-07","1966-12-01"
"8","697","Mitglied","1966-12-02","1970-12-02"
"278","697","Mitglied","1958-12-04","1962-12-06"
"2","698","Mitglied","1974-11-19","1978-10-29"
"2","698","Mitglied","1978-10-30","1982-10-19"
"2","698","Mitglied","1982-10-20","1986-10-21"
"5","698","3. Schriftführer","1978-10-30","1982-10-19"
"5","698","4. Schriftführer","1974-11-12","1978-10-29"
"5","698","III.Schriftführer","1982-10-20","1984-07-17"
"7","698","Mitglied","1970-12-03","1974-11-11"
"7","698","Mitglied","1997-05-14","1998-09-27"
"10","698","Mitglied","1982-07-23","1982-10-19"
"10","698","Mitglied","1986-07-24","1986-10-21"
"10","698","Mitglied","1998-07-09","1998-09-27"
"10","698","stv. Mitglied","1978-09-20","1978-10-29"
"13","698","Mitglied","1994-11-24","1998-09-27"
"18","698","Mitglied","1971-01-26","1974-11-11"
"18","698","Mitglied","1974-11-19","1978-10-29"
"23","698","Mitglied","1993-07-15","1994-10-14"
"33","698","Mitglied","1978-10-30","1982-10-19"
"33","698","Mitglied","1982-10-20","1984-11-05"
"35","698","Mitglied","1974-11-19","1978-10-29"
"64","698","stv. Mitglied","1984-11-15","1986-10-21"
"81","698","stv. Mitglied","1974-03-27","1974-03-27"
"89","698","Mitglied","1994-10-15","1998-09-27"
"93","698","Mitglied","1970-12-03","1974-11-11"
"93","698","Mitglied","1997-05-14","1998-09-27"
"94","698","Mitglied","1980-10-30","1981-04-08"
"148","698","Stv. Fraktionsvorsitzender","1984-07-17","1986-10-21"
"208","698","Mitglied","1994-11-10","1997-05-14"
"223","698","Vertrauensmann","1973-10-23","1974-11-11"
"252","698","Mitglied","1986-03-19","1986-10-21"
"8","699","Mitglied","1946-12-16","1950-11-26"
"20","699","Mitglied","1932-06-07","1933-04-03"
"21","699","Mitglied","1924-06-27","1928-04-27"
"26","699","Mitglied","1946-07-15","1946-10-26"
"143","699","Mitglied","1946-07-15","1946-10-26"
"169","699","Mitglied","1946-02-26","1946-06-30"
"272","699","Mitglied","1922-12-18","1924-04-05"
"273","699","Mitglied","1920-07-22","1924-04-05"
"273","699","Mitglied","1928-07-25","1932-04-07"
"273","699","Vorsitzender","1932-06-07","1933-04-03"
"300","699","Mitglied","1932-06-07","1933-04-03"
"304","699","Mitglied","1932-04-07","1933-04-03"
"310","699","Mitglied","1932-06-07","1933-04-03"
"332","699","Mitglied","1932-06-07","1933-04-03"
"339","699","Vertreter","1921-11-25","1924-04-05"
"340","699","Mitglied","1928-06-21","1932-04-23"
"341","699","Mitglied","1932-06-07","1933-04-03"
"7","700","Mitglied","1978-10-30","1980-10-28"
"8","700","Mitglied","1978-10-30","1978-12-13"
"8","700","Mitglied","1980-10-28","1982-10-19"
"8","700","Mitglied","1982-10-20","1986-10-21"
"8","700","Mitglied","1986-11-12","1987-11-11"
"22","700","Mitglied","1990-07-20","1990-10-23"
"57","700","Mitglied","1978-10-30","1982-10-19"
"57","700","Mitglied","1982-10-20","1986-10-21"
"57","700","Mitglied","1986-11-12","1990-10-23"
"133","700","Mitglied","1982-04-01","1982-09-13"
"172","700","Mitglied","1982-11-18","1986-10-21"
"172","700","Mitglied","1986-12-10","1990-10-23"
"227","700","Mitglied","1978-12-13","1982-10-19"
"8","701","Mitglied","1982-10-20","1986-10-21"
"8","701","Mitglied","1986-11-12","1990-10-23"
"57","701","Mitglied","1982-10-20","1986-10-21"
"57","701","Mitglied","1986-11-12","1990-10-23"
"57","701","Mitglied","1994-11-10","1998-09-27"
"60","701","Mitglied","1998-10-29","2003-10-05"
"95","701","stv. Mitglied","1982-11-18","1986-10-21"
"172","701","stv. Mitglied","1982-11-18","1986-10-21"
"207","701","Mitglied","1994-11-10","1998-09-27"
"10","702","stv. Mitglied","1986-07-24","1986-10-21"
"11","702","Mitglied","1978-10-30","1982-10-19"
"11","702","Vorsitzende","1982-10-20","1986-10-21"
"11","702","Vorsitzende","1986-10-22","1990-04-25"
"12","702","Mitglied","1979-12-19","1982-10-19"
"12","702","Mitglied","1982-12-15","1986-10-21"
"14","702","Mitglied","1986-12-10","1990-05-03"
"92","702","Mitglied","1985-02-05","1986-10-21"
"8","703","Mitglied","1961-10-11","1961-11-21"
"10","703","Mitglied","1962-10-23","1962-12-06"
"28","703","Mitglied","1955-01-13","1957-04-01"
"33","703","Mitglied","1955-01-13","1957-04-01"
"35","703","Mitglied","1961-11-21","1962-12-06"
"71","703","Mitglied","1961-11-26","1962-12-06"
"74","703","Mitglied","1955-01-13","1958-12-03"
"23","704","Mitglied","1950-11-27","1951-10-19"
"33","704","Mitglied","1950-11-27","1951-10-19"
"81","704","Mitglied","1949-08-26","1949-08-26"
"2","705","Mitglied","1946-12-16","1950-11-26"
"10","705","Mitglied","1947-01-29","1950-11-26"
"10","705","Mitglied","1950-11-27","1954-12-12"
"11","705","Mitglied","1948-03-05","1948-04-27"
"11","705","Vorsitzender","1948-04-28","1950-11-26"
"11","705","Vorsitzender","1950-11-27","1954-12-12"
"14","705","Mitglied","1948-09-23","1950-11-26"
"14","705","Mitglied","1950-12-18","1954-12-12"
"20","705","Mitglied","1932-06-07","1933-04-03"
"20","705","Mitglied","1933-04-29","1933-04-03"
"25","705","Mitglied","1950-11-27","1954-12-12"
"28","705","Mitglied","1946-12-16","1950-11-26"
"42","705","Mitglied","1950-11-27","1954-12-12"
"42","705","Mitglied","1955-01-24","1958-12-03"
"64","705","Mitglied","1951-06-19","1954-12-12"
"64","705","Mitglied","1954-12-13","1958-12-03"
"69","705","Mitglied","1950-11-27","1954-12-12"
"72","705","Vorsitzender","1954-12-04","1958-12-03"
"75","705","Mitglied","1947-01-29","1947-10-06"
"148","705","Fraktionsvorsitzender","1951-06-19","1954-12-12"
"148","705","Fraktionsvorsitzender","1954-12-13","1958-12-03"
"241","705","Mitglied","1951-01-10","1954-12-12"
"241","705","Mitglied","1954-12-13","1958-12-03"
"256","705","Vorsitzender","1955-03-02","1955-03-14"
"259","705","Mitglied","1947-01-31","1950-11-26"
"260","705","Mitglied","1950-11-27","1954-12-12"
"266","705","Mitglied","1950-11-27","1954-12-12"
"272","705","Mitglied","1932-06-07","1933-04-03"
"272","705","Mitglied","1933-04-29","1933-04-03"
"342","705","Mitglied","1950-03-28","1950-11-26"
"16","706","Mitglied","2003-11-04","2008-10-19"
"18","706","Mitglied","1998-11-26","2003-10-05"
"44","706","Mitglied","1998-11-12","2003-10-05"
"59","706","Mitglied","1998-10-28","2003-10-05"
"60","706","Mitglied","2007-01-22","2008-10-19"
"60","706","Stellvertr. Vorsitzender","2008-12-04","2011-12-14"
"148","706","Stv. Fraktionsvorsitzender","1998-09-28","2008-10-19"
"172","706","stv. Mitglied","1998-11-26","2003-10-05"
"219","706","Mitglied","1998-10-29","2003-10-05"
"246","706","Mitglied","2006-05-19","2008-05-06"
"20","707","stv.Schriftführer","1947-12-16","1950-11-26"
"21","707","Mitglied","1947-01-29","1947-06-20"
"22","707","stv. Mitglied","1947-01-29","1950-11-26"
"32","707","Mitglied","1947-02-20","1947-06-20"
"34","707","Mitglied","1947-01-29","1950-11-26"
"109","707","Mitglied","1947-01-29","1947-06-20"
"183","707","Mitglied","1947-01-31","1947-07-16"
"288","707","Mitglied","1947-05-03","1947-06-20"
"26","708","Mitglied","1946-07-15","1946-10-26"
"28","708","Mitglied","1949-11-10","1950-11-26"
"109","708","Mitglied","1949-11-10","1950-11-26"
"5","709","7.Schriftführerin","1986-10-22","1987-05-13"
"22","709","stv. Mitglied","1990-07-20","1990-10-23"
"33","709","Mitglied","1986-11-12","1990-10-23"
"57","709","Mitglied","1986-11-12","1990-10-23"
"97","709","stv. Mitglied","1989-12-13","1990-07-19"
"186","709","Mitglied","1989-03-17","1989-10-11"
"13","710","stv. Mitglied","1994-11-24","1998-09-27"
"13","710","stv. Mitglied","1999-10-28","2003-10-05"
"45","710","Mitglied","1998-10-28","2003-10-05"
"59","710","Mitglied","2003-11-04","2008-10-19"
"195","710","Mitglied","1994-11-10","1998-09-27"
"7","711","Mitglied","1966-12-02","1967-06-17"
"8","711","Mitglied","1953-11-24","1954-12-12"
"8","711","Mitglied","1955-01-13","1958-12-03"
"8","711","Mitglied","1958-12-04","1962-12-06"
